work_year,experience_level,employment_type,job_title,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,salary
2023,SE,FT,Data Engineer,USD,157550,US,0,US,M,157550
2023,SE,FT,Data Engineer,USD,157550,US,0,US,M,157550
2023,SE,FT,Data Engineer,USD,157550,US,0,US,M,157550
2024,SE,FT,Data Scientist,USD,157500,US,0,US,M,157500
2024,SE,FT,Data Analyst,USD,157500,US,100,US,M,157500
2024,SE,FT,Machine Learning Scientist,USD,157500,US,0,US,M,157500
2023,EX,FT,Director of Data Science,USD,157500,US,0,US,M,157500
2023,SE,FT,Data Analyst,USD,157500,US,100,US,M,157500
2023,SE,FT,Data Scientist,USD,157500,US,100,US,M,157500
2024,SE,FT,Machine Learning Engineer,USD,157476,US,100,US,M,157476
2023,SE,FT,Machine Learning Scientist,USD,157250,US,0,US,M,157250
2023,SE,FT,Research Engineer,USD,157250,US,100,US,M,157250
2023,SE,FT,Data Engineer,USD,157250,US,100,US,M,157250
2023,SE,FT,Machine Learning Scientist,USD,157250,US,100,US,M,157250
2023,SE,FT,Research Engineer,USD,157250,US,100,US,M,157250
2024,SE,FT,Data Analytics Specialist,USD,157144,US,0,US,M,157144
2024,SE,FT,ML Engineer,USD,157000,US,0,US,M,157000
2023,MI,FT,Data Scientist,USD,157000,US,100,US,M,157000
2023,SE,FT,Data Analyst,USD,157000,US,100,US,M,157000
2023,SE,FT,Research Scientist,USD,157000,US,0,US,M,157000
2023,SE,FT,Research Engineer,USD,157000,US,0,US,M,157000
2023,SE,FT,Data Scientist,USD,157000,CA,0,CA,M,157000
2023,SE,FT,Data Scientist,USD,157000,US,100,US,M,157000
2022,EX,FT,Analytics Engineer,USD,157000,US,100,US,M,157000
2020,SE,FT,Machine Learning Manager,CAD,117104,CA,50,CA,L,157000
2022,MI,FT,Applied Data Scientist,USD,157000,US,100,US,L,157000
2022,SE,FT,Lead Data Scientist,USD,156868,US,100,US,L,156868
2023,SE,FT,Data Engineer,USD,156600,US,100,US,M,156600
2022,SE,FT,Data Scientist,USD,156600,US,100,US,M,156600
2022,SE,FT,Data Engineer,USD,156600,US,100,US,M,156600
2023,SE,FT,Data Scientist,USD,156560,US,0,US,M,156560
2023,SE,FT,Data Scientist,USD,156560,US,100,US,M,156560
2024,SE,FT,Business Intelligence Engineer,USD,156476,US,100,US,M,156476
2023,SE,FT,Machine Learning Engineer,USD,156453,US,100,US,M,156453
2024,MI,FT,Analytics Engineer,USD,156450,US,0,US,M,156450
2023,EN,FT,Data Scientist,USD,156450,US,100,US,M,156450
2023,EN,FT,Data Scientist,USD,156450,US,0,US,M,156450
2023,EN,FT,Analytics Engineer,USD,156450,US,100,US,M,156450
2024,SE,FT,Data Scientist,USD,156400,US,0,US,M,156400
2023,SE,FT,Business Intelligence Engineer,USD,156400,US,0,US,M,156400
2023,SE,FT,Data Scientist,USD,156400,US,0,US,M,156400
2023,SE,FT,Business Intelligence Engineer,USD,156400,US,0,US,M,156400
2023,SE,FT,Data Scientist,USD,156400,US,100,US,M,156400
2023,SE,FT,Business Intelligence Engineer,USD,156400,US,0,US,M,156400
2023,SE,FT,Data Scientist,USD,156400,US,0,US,M,156400
2023,SE,FT,Business Intelligence Engineer,USD,156400,US,0,US,M,156400
2023,SE,FT,Business Intelligence Engineer,USD,156400,US,0,US,M,156400
2023,SE,FT,Data Scientist,USD,156400,US,0,US,M,156400
2023,SE,FT,Data Scientist,USD,156400,US,0,US,M,156400
2023,SE,FT,Data Scientist,USD,156400,US,100,US,M,156400
2023,SE,FT,Business Intelligence Engineer,USD,156400,US,0,US,M,156400
2023,SE,FT,Data Scientist,USD,156400,US,0,US,M,156400
2023,SE,FT,Data Scientist,USD,156400,US,0,US,M,156400
2023,SE,FT,Research Engineer,USD,156400,US,100,US,M,156400
2023,SE,FT,Data Scientist,USD,156400,US,100,US,M,156400
2023,SE,FT,Research Engineer,USD,156400,US,100,US,M,156400
2023,SE,FT,Business Intelligence Engineer,USD,156400,US,0,US,M,156400
2023,SE,FT,Data Scientist,USD,156400,US,0,US,M,156400
2023,SE,FT,Data Scientist,USD,156400,US,0,US,M,156400
2023,SE,FT,Business Intelligence Engineer,USD,156400,US,0,US,M,156400
2023,SE,FT,Business Intelligence Engineer,USD,156400,US,0,US,M,156400
2023,SE,FT,Data Engineer,USD,156400,US,100,US,M,156400
2023,SE,FT,Data Scientist,USD,156400,US,0,US,M,156400
2023,SE,FT,Research Engineer,USD,156400,US,100,US,M,156400
2023,SE,FT,Business Intelligence Engineer,USD,156400,US,0,US,M,156400
2023,SE,FT,Data Scientist,USD,156400,US,0,US,M,156400
2023,SE,FT,Data Scientist,USD,156400,US,0,US,M,156400
2023,SE,FT,Data Scientist,USD,156400,US,100,US,M,156400
2023,SE,FT,Data Science Lead,USD,156400,US,0,US,M,156400
2023,SE,FT,Data Scientist,USD,156400,US,100,US,M,156400
2023,SE,FT,Data Scientist,USD,156400,US,0,US,M,156400
2023,SE,FT,Data Scientist,USD,156400,US,100,US,M,156400
2023,SE,FT,Data Scientist,USD,156400,US,0,US,M,156400
2022,SE,FT,Data Scientist,USD,156400,US,0,US,M,156400
2022,SE,FT,Data Scientist,USD,156400,US,0,US,M,156400
2022,SE,FT,Data Scientist,USD,156400,US,0,US,M,156400
2022,SE,FT,Data Scientist,USD,156400,US,0,US,M,156400
2024,SE,FT,Applied Scientist,USD,156300,US,100,US,M,156300
2023,SE,FT,Data Engineer,USD,156275,US,0,US,M,156275
2024,MI,FT,MLOps Engineer,USD,156200,CA,0,CA,M,156200
2023,SE,FT,Machine Learning Engineer,USD,156150,US,100,US,M,156150
2023,SE,FT,Data Scientist,USD,156100,CA,0,CA,M,156100
2023,SE,FT,Data Scientist,USD,156100,CA,0,CA,M,156100
2024,SE,FT,Data Analyst,USD,156000,US,100,US,M,156000
2024,SE,FT,Research Engineer,USD,156000,US,0,US,M,156000
2024,SE,FT,Analytics Engineer,USD,156000,US,0,US,M,156000
2024,SE,FT,Business Intelligence Developer,USD,156000,US,0,US,M,156000
2024,SE,FT,Data Integration Developer,USD,156000,US,0,US,M,156000
2024,SE,FT,Data Scientist,USD,156000,US,0,US,M,156000
2024,EN,FT,Data Analyst,USD,156000,US,0,US,M,156000
2023,SE,FT,Research Scientist,USD,156000,US,0,US,M,156000
2023,SE,FT,Data Analyst,USD,156000,US,0,US,M,156000
2023,SE,FT,Data Engineer,USD,156000,US,100,US,M,156000
2023,SE,FT,Machine Learning Engineer,USD,156000,US,100,US,M,156000
2023,SE,FT,Data Scientist,USD,156000,CA,100,CA,M,156000
2023,SE,FT,Data Scientist,USD,156000,CA,100,CA,M,156000
2023,SE,FT,Data Scientist,USD,156000,CA,100,CA,M,156000
2023,MI,FT,Data Scientist,USD,156000,US,0,US,M,156000
2023,SE,FT,Data Scientist,USD,156000,US,100,US,M,156000
2023,SE,FT,Research Engineer,USD,155850,US,0,US,M,155850
2023,MI,FT,Machine Learning Engineer,USD,155810,US,0,US,M,155810
2023,SE,FT,Analytics Engineer,USD,155800,US,100,US,M,155800
2023,EN,FT,Data Analyst,USD,155750,US,100,US,M,155750
2024,SE,FT,Data Architect,USD,155615,US,0,US,M,155615
2024,SE,FT,Data Engineer,USD,155615,US,0,US,M,155615
2024,SE,FT,Data Scientist,USD,155600,US,0,US,M,155600
2023,SE,FT,Data Scientist,USD,155600,US,0,US,M,155600
2023,SE,FT,Data Scientist,USD,155500,US,0,US,M,155500
2023,SE,FT,Data Scientist,USD,155500,US,0,US,M,155500
2023,SE,FT,Business Intelligence Engineer,USD,155400,US,0,US,M,155400
2024,SE,FT,Data Engineer,USD,155175,US,0,US,M,155175
2024,SE,FT,Data Scientist,USD,155000,US,100,US,M,155000
2024,SE,FT,Data Scientist,USD,155000,US,0,US,M,155000
2024,SE,FT,Data Scientist,USD,155000,US,100,US,M,155000
2024,SE,FT,Data Scientist,USD,155000,US,100,US,M,155000
2024,SE,FT,Applied Scientist,USD,155000,PL,100,PL,M,155000
2024,EX,FT,Business Intelligence,USD,155000,CA,0,CA,M,155000
2024,SE,FT,Machine Learning Engineer,USD,155000,US,0,US,M,155000
2024,SE,FT,Data Scientist,USD,155000,US,0,US,M,155000
2024,SE,FT,Data Scientist,USD,155000,US,0,US,M,155000
2024,SE,FT,Data Analyst,USD,155000,US,0,US,M,155000
2024,MI,FT,Data Engineer,USD,155000,US,0,US,M,155000
2024,MI,FT,Business Intelligence,USD,155000,US,100,US,M,155000
2024,SE,FT,Data Analyst,USD,155000,CA,0,CA,M,155000
2024,SE,FT,Data Scientist,USD,155000,US,0,US,M,155000
2024,MI,FT,Data Scientist,USD,155000,US,0,US,M,155000
2024,SE,FT,Data Analytics Lead,USD,155000,US,0,US,M,155000
2024,SE,FT,Data Analytics Lead,USD,155000,US,0,US,M,155000
2024,SE,FT,Data Scientist,USD,155000,US,0,US,M,155000
2024,MI,FT,Business Intelligence,USD,155000,US,100,US,M,155000
2024,SE,FT,Data Scientist,USD,155000,US,0,US,M,155000
2024,SE,FT,Data Scientist,USD,155000,US,0,US,M,155000
2024,SE,FT,Data Scientist,USD,155000,US,0,US,M,155000
2024,SE,FT,Data Scientist,USD,155000,US,0,US,M,155000
2024,SE,FT,Data Scientist,USD,155000,US,0,US,M,155000
2023,SE,FT,Analytics Engineer,USD,155000,US,0,US,M,155000
2023,MI,FT,ML Engineer,USD,155000,US,0,US,M,155000
2023,MI,FT,Data Analyst,USD,155000,US,0,US,M,155000
2023,MI,FT,Data Engineer,USD,155000,US,0,US,M,155000
2023,SE,FT,Data Architect,USD,155000,US,0,US,M,155000
2023,MI,FT,ML Engineer,USD,155000,US,0,US,M,155000
2023,SE,FT,Data Engineer,USD,155000,US,0,US,M,155000
2023,SE,FT,Data Scientist,USD,155000,US,0,US,M,155000
2023,SE,FT,Research Engineer,USD,155000,US,0,US,M,155000
2023,SE,FT,Data Analyst,USD,155000,US,0,US,M,155000
2023,SE,FT,Data Scientist,USD,155000,CA,0,CA,M,155000
2023,SE,FT,Data Engineer,USD,155000,US,0,US,M,155000
2023,MI,FT,ML Engineer,USD,155000,US,0,US,M,155000
2023,SE,FT,Data Engineer,USD,155000,US,0,US,M,155000
2023,SE,FT,Data Modeler,USD,155000,US,100,US,L,155000
2023,SE,FT,Data Scientist,USD,155000,US,0,US,M,155000
2023,SE,FT,Data Architect,USD,155000,US,100,US,M,155000
2023,MI,FT,Data Scientist,USD,155000,US,100,US,M,155000
2023,SE,FT,Data Engineer,USD,155000,US,0,US,M,155000
2023,SE,FT,Data Engineer,USD,155000,US,0,US,M,155000
2023,SE,FT,Research Engineer,USD,155000,US,0,US,M,155000
2023,SE,FT,Data Scientist,USD,155000,US,100,US,M,155000
2023,SE,FT,Data Engineer,USD,155000,US,0,US,M,155000
2023,SE,FT,Data Engineer,USD,155000,US,0,US,M,155000
2023,SE,FT,Data Engineer,USD,155000,US,0,US,M,155000
2023,SE,FT,Business Intelligence Engineer,USD,155000,US,100,US,M,155000
2023,SE,FT,Data Scientist,USD,155000,US,100,US,M,155000
2023,SE,FT,Business Intelligence Engineer,USD,155000,US,100,US,M,155000
2023,SE,FT,Data Lead,USD,155000,US,0,US,M,155000
2023,SE,FT,Data Engineer,USD,155000,US,0,US,M,155000
2023,SE,FT,Data Scientist,USD,155000,US,0,US,M,155000
2023,SE,FT,Data Scientist,USD,155000,US,0,US,M,155000
2023,SE,FT,Data Scientist,USD,155000,US,0,US,M,155000
2023,SE,FT,Data Engineer,USD,155000,US,0,US,M,155000
2023,MI,FT,Research Scientist,USD,155000,US,0,US,M,155000
2023,MI,FT,Research Engineer,USD,155000,US,0,US,M,155000
2023,SE,FT,Machine Learning Engineer,USD,155000,US,0,US,M,155000
2023,SE,FT,Data Analyst,USD,155000,GB,0,GB,M,155000
2023,SE,FT,Data Engineer,USD,155000,US,0,US,M,155000
2023,MI,FT,Data Scientist,USD,155000,US,0,US,M,155000
2023,SE,FT,Data Analyst,USD,155000,GB,0,GB,M,155000
2023,MI,FT,Data Analytics Manager,USD,155000,US,0,US,M,155000
2023,SE,FT,Decision Scientist,USD,155000,US,100,US,M,155000
2023,MI,FT,Machine Learning Engineer,USD,155000,US,0,US,M,155000
2023,EN,FT,Research Scientist,USD,155000,US,0,US,M,155000
2023,MI,FT,Data Analytics Manager,USD,155000,US,0,US,M,155000
2023,SE,FT,Data Engineer,USD,155000,US,0,US,M,155000
2023,SE,FT,Data Scientist,USD,155000,US,0,US,M,155000
2023,SE,FT,Data Analyst,USD,155000,US,0,US,M,155000
2023,EN,FT,Research Engineer,USD,155000,US,0,US,M,155000
2023,EX,FT,Data Architect,USD,155000,US,0,US,M,155000
2023,EN,FT,Research Engineer,USD,155000,US,0,US,M,155000
2023,MI,FT,Data Analytics Manager,USD,155000,US,0,US,M,155000
2023,SE,FT,Data Manager,USD,155000,US,0,US,M,155000
2023,MI,FT,Data Analytics Manager,USD,155000,US,0,US,M,155000
2023,SE,FT,Data Scientist,USD,155000,US,0,US,M,155000
2023,EX,FT,Data Analytics Manager,USD,155000,US,0,US,M,155000
2022,MI,FT,Data Scientist,USD,155000,US,100,US,L,155000
2023,SE,FT,Data Analyst,USD,155000,US,100,US,M,155000
2022,SE,FT,Data Engineer,USD,155000,US,0,US,M,155000
2022,SE,FT,Data Scientist,USD,155000,US,0,US,M,155000
2022,MI,FT,Data Analytics Manager,USD,155000,US,0,US,M,155000
2022,SE,FT,Data Engineer,USD,155000,US,0,US,M,155000
2022,SE,FT,Data Scientist,USD,155000,US,100,US,M,155000
2022,SE,FT,Data Scientist,USD,155000,US,100,US,M,155000
2022,SE,FT,Data Scientist,USD,155000,US,100,US,M,155000
2022,SE,FT,Data Engineer,USD,155000,US,100,US,M,155000
2022,SE,FT,Data Analyst,USD,155000,US,100,US,M,155000
2022,SE,FT,Data Engineer,USD,155000,US,100,US,M,155000
2023,SE,FT,Machine Learning Engineer,USD,154836,US,100,US,M,154836
2023,SE,FT,Applied Scientist,USD,154836,US,100,US,M,154836
2024,EN,FT,Data Analyst,USD,154818,US,0,US,M,154818
2024,MI,FT,Data Scientist,USD,154800,US,0,US,M,154800
2024,EN,FT,Data Scientist,USD,154800,US,0,US,M,154800
2024,MI,FT,BI Developer,USD,154800,US,0,US,M,154800
2023,MI,FT,BI Developer,USD,154800,US,0,US,M,154800
2023,MI,FT,Data Scientist,USD,154800,US,0,US,M,154800
2023,MI,FT,BI Developer,USD,154800,US,0,US,M,154800
2023,SE,FT,Data Scientist,USD,154700,US,0,US,M,154700
2023,SE,FT,Data Scientist,USD,154600,US,0,US,M,154600
2023,SE,FT,Data Scientist,USD,154600,US,100,US,M,154600
2022,SE,FT,Data Engineer,USD,154600,US,100,US,M,154600
2022,SE,FT,Data Engineer,USD,154600,US,0,US,L,154600
2022,SE,FT,Data Engineer,USD,154600,US,100,US,L,154600
2022,SE,FT,Data Engineer,USD,154600,US,100,US,L,154600
2022,SE,FT,Data Analyst,USD,154560,US,0,US,M,154560
2022,SE,FT,Data Engineer,USD,154545,US,0,US,L,154545
2022,SE,FT,Data Engineer,USD,154545,US,0,US,L,154545
2024,MI,FT,Data Scientist,USD,154500,US,0,US,M,154500
2023,SE,FT,Data Analyst,USD,154500,US,100,US,M,154500
2023,SE,FT,Data Analyst,USD,154440,US,0,US,M,154440
2024,SE,FT,Data Architect,USD,154400,US,100,US,M,154400
2024,MI,FT,Data Scientist,GBP,193000,GB,0,GB,M,154400
2024,SE,FT,Data Scientist,USD,154360,US,0,US,M,154360
2024,SE,FT,Analytics Engineer,USD,154100,US,0,US,M,154100
2024,MI,FT,Analytics Engineer,USD,154100,US,0,US,M,154100
2024,SE,FT,Data Architect,USD,154000,US,0,US,M,154000
2024,SE,FT,Data Engineer,USD,154000,US,0,US,M,154000
2024,SE,FT,Data Scientist,USD,154000,US,0,US,M,154000
2024,MI,FT,Data Analyst,USD,154000,US,0,US,M,154000
2024,SE,FT,Data Engineer,USD,154000,US,0,US,M,154000
2024,EN,FT,Data Analyst,USD,154000,US,0,US,M,154000
2024,MI,FT,Data Analyst,USD,154000,US,0,US,M,154000
2024,MI,FT,Data Engineer,USD,154000,US,0,US,M,154000
2023,SE,FT,Data Engineer,USD,154000,US,100,US,M,154000
2023,MI,FT,Data Engineer,USD,154000,US,0,US,M,154000
2023,MI,FT,Data Engineer,USD,154000,US,0,US,M,154000
2023,MI,FT,Data Engineer,USD,154000,US,0,US,M,154000
2023,MI,FT,Data Engineer,USD,154000,US,0,US,M,154000
2023,MI,FT,Data Engineer,USD,154000,US,0,US,M,154000
2023,SE,FT,Data Engineer,USD,154000,US,0,US,M,154000
2023,SE,FT,Data Operations Analyst,USD,154000,US,0,US,M,154000
2023,SE,FT,Applied Scientist,USD,154000,US,0,US,M,154000
2023,SE,FT,Data Engineer,USD,154000,US,0,US,M,154000
2023,SE,FT,Data Scientist,USD,154000,US,100,US,M,154000
2023,SE,FT,Data Engineer,USD,154000,US,0,US,M,154000
2023,SE,FT,Data Scientist,USD,154000,US,0,US,M,154000
2023,MI,FT,Data Analyst,USD,154000,US,0,US,M,154000
2023,MI,FT,Data Engineer,USD,154000,US,0,US,M,154000
2023,SE,FT,Data Engineer,USD,154000,US,0,US,M,154000
2022,SE,FT,Data Scientist,USD,154000,US,0,US,M,154000
2022,SE,FT,Data Scientist,USD,154000,US,100,US,M,154000
2022,SE,FT,Data Engineer,USD,154000,US,100,US,M,154000
2022,SE,FT,Data Engineer,USD,154000,US,100,US,M,154000
2024,SE,FT,Data Analyst,USD,153900,US,0,US,M,153900
2024,SE,FT,Data Analyst,USD,153900,US,0,US,M,153900
2024,SE,FT,Data Analyst,USD,153900,US,0,US,M,153900
2023,MI,FT,Business Intelligence Analyst,USD,153800,US,100,US,M,153800
2023,SE,FT,Data Analyst,USD,153800,US,100,US,M,153800
2024,MI,FT,Data Scientist,USD,153700,US,100,US,M,153700
2023,SE,FT,Data Scientist,USD,153600,US,0,US,M,153600
2023,SE,FT,Data Scientist,USD,153600,US,0,US,M,153600
2023,SE,FT,Data Scientist,USD,153600,US,0,US,M,153600
2023,SE,FT,Data Scientist,USD,153600,US,0,US,M,153600
2023,SE,FT,Data Scientist,USD,153600,US,0,US,M,153600
2023,SE,FT,Data Engineer,USD,153600,US,0,US,M,153600
2023,SE,FT,Data Analyst,USD,153600,US,100,US,M,153600
2023,SE,FT,Data Analyst,USD,153600,US,100,US,M,153600
2023,SE,FT,Data Analyst,USD,153600,US,100,US,M,153600
2023,SE,FT,Data Analyst,USD,153600,US,0,US,M,153600
2023,SE,FT,Data Analyst,USD,153600,US,0,US,M,153600
2023,SE,FT,Data Engineer,USD,153600,US,100,US,M,153600
2023,SE,FT,Data Analyst,USD,153600,US,0,US,M,153600
2023,SE,FT,Data Engineer,USD,153600,US,100,US,M,153600
2023,SE,FT,Data Analyst,USD,153600,US,0,US,M,153600
2023,SE,FT,Data Engineer,USD,153600,US,0,US,M,153600
2023,SE,FT,Data Engineer,USD,153600,US,0,US,M,153600
2023,SE,FT,Data Analyst,USD,153600,US,0,US,M,153600
2023,SE,FT,Data Analyst,USD,153600,US,0,US,M,153600
2023,SE,FT,Data Analyst,USD,153600,US,0,US,M,153600
2022,SE,FT,Data Engineer,USD,153600,US,0,US,M,153600
2022,SE,FT,Data Engineer,USD,153600,US,0,US,M,153600
2022,SE,FT,Data Engineer,USD,153600,US,0,US,M,153600
2022,SE,FT,Data Scientist,USD,153600,US,100,US,M,153600
2023,SE,FT,Data Engineer,USD,153550,US,0,US,M,153550
2024,SE,FT,AI Architect,USD,153400,US,0,US,M,153400
2023,SE,FT,Machine Learning Engineer,USD,153400,US,0,US,M,153400
2023,SE,FT,Machine Learning Engineer,USD,153400,US,0,US,M,153400
2023,SE,FT,Machine Learning Engineer,USD,153400,US,0,US,M,153400
2023,SE,FT,Data Scientist,USD,153400,US,0,US,M,153400
2023,SE,FT,Data Analyst,USD,153300,US,100,US,M,153300
2023,SE,FT,Data Scientist,USD,153300,US,0,US,M,153300
2024,SE,FT,Data Engineer,USD,153200,US,100,US,M,153200
2023,SE,FT,Machine Learning Engineer,USD,153100,US,100,US,M,153100
2023,SE,FT,Data Engineer,USD,153090,US,0,US,M,153090
2023,SE,FT,Data Engineer,USD,153090,US,0,US,M,153090
2023,SE,FT,Machine Learning Engineer,USD,153090,US,0,US,M,153090
2023,SE,FT,Machine Learning Engineer,USD,153088,US,100,US,M,153088
2024,SE,FT,Research Engineer,USD,153040,US,0,US,M,153040
2024,SE,FT,Machine Learning Engineer,USD,153040,US,0,US,M,153040
2024,MI,FT,Machine Learning Engineer,USD,153040,US,0,US,M,153040
2024,SE,FT,Analytics Engineer,USD,153018,US,0,US,M,153018
2024,SE,FT,Machine Learning Engineer,USD,153000,US,0,US,M,153000
2024,EN,FT,Data Analyst,USD,153000,US,100,US,M,153000
2024,EN,FT,Data Analyst,USD,153000,US,100,US,M,153000
2024,SE,FT,Machine Learning Engineer,USD,153000,US,0,US,M,153000
2024,MI,FT,Data Analyst,USD,153000,US,0,US,M,153000
2024,MI,FT,Data Analyst,USD,153000,US,0,US,M,153000
2024,SE,FT,Data Scientist,USD,153000,US,100,US,M,153000
2024,MI,FT,Analytics Engineer,USD,153000,US,0,US,M,153000
2024,SE,FT,Data Analyst,USD,153000,US,0,US,M,153000
2024,MI,FT,Data Engineer,USD,153000,US,0,US,M,153000
2024,SE,FT,Data Scientist,USD,153000,CA,0,CA,M,153000
2024,SE,FT,Machine Learning Scientist,USD,153000,CA,0,CA,M,153000
2023,SE,FT,Data Scientist,USD,153000,US,0,US,M,153000
2023,SE,FT,Data Scientist,USD,153000,CA,100,CA,M,153000
2023,SE,FT,Data Architect,USD,153000,US,100,US,M,153000
2023,SE,FT,Data Scientist,USD,153000,US,100,US,M,153000
2023,SE,FT,Data Scientist,USD,153000,US,100,US,M,153000
2023,SE,FT,Data Scientist,USD,153000,US,100,US,M,153000
2023,EX,FT,Analytics Engineer,USD,153000,US,100,US,M,153000
2023,SE,FT,Data Engineer,USD,153000,CA,100,CA,M,153000
2022,MI,FT,Data Engineer,USD,153000,US,100,US,M,153000
2022,SE,FT,Data Scientist,USD,153000,US,100,US,M,153000
2022,SE,FT,Data Scientist,USD,153000,US,100,US,M,153000
2022,MI,FT,Data Scientist,USD,153000,US,100,US,L,153000
2022,MI,FT,Machine Learning Scientist,USD,153000,US,50,US,M,153000
2021,SE,FT,Data Engineer,USD,153000,US,100,US,L,153000
2023,SE,FT,Analytics Engineer,USD,152900,GB,100,GB,M,152900
2023,SE,FT,Analytics Engineer,USD,152900,US,100,US,M,152900
2023,MI,FT,Data Science Lead,USD,152700,US,0,US,M,152700
2024,MI,FT,Data Scientist,USD,152600,US,0,US,M,152600
2023,SE,FT,Data Scientist,USD,152600,US,0,US,M,152600
2024,EN,FT,Data Engineer,USD,152500,US,0,US,M,152500
2023,SE,FT,Analytics Engineer,USD,152500,US,0,US,M,152500
2022,SE,FT,Data Engineer,USD,152500,US,0,US,M,152500
2022,SE,FT,Data Science Manager,USD,152500,US,100,US,M,152500
2024,SE,FT,Research Analyst,USD,152400,US,100,US,M,152400
2023,SE,FT,Data Analyst,USD,152380,US,0,US,M,152380
2024,SE,FT,Data Engineer,USD,152375,US,100,US,M,152375
2024,SE,FT,Data Engineer,USD,152375,US,100,US,M,152375
2024,SE,FT,Data Engineer,USD,152375,US,100,US,M,152375
2024,SE,FT,Data Engineer,USD,152375,US,100,US,M,152375
2024,SE,FT,Data Engineer,USD,152375,US,100,US,M,152375
2023,SE,FT,Data Engineer,USD,152375,US,0,US,M,152375
2023,SE,FT,Data Engineer,USD,152375,US,0,US,M,152375
2023,MI,FT,Data Engineer,USD,152375,US,100,US,M,152375
2023,SE,FT,Machine Learning Engineer,USD,152300,US,0,US,M,152300
2023,SE,FT,Machine Learning Engineer,USD,152022,US,0,US,M,152022
2024,MI,FT,Data Scientist,USD,152000,CA,0,CA,M,152000
2024,SE,FT,Data Scientist,USD,152000,US,100,US,M,152000
2024,SE,FT,Analytics Engineer,USD,152000,US,0,US,M,152000
2024,MI,FT,Data Scientist,USD,152000,US,0,US,M,152000
2024,MI,FT,Data Scientist,USD,152000,US,0,US,M,152000
2024,SE,FT,Data Scientist,USD,152000,US,0,US,M,152000
2024,SE,FT,Data Scientist,USD,152000,US,0,US,M,152000
2024,SE,FT,Data Analyst,USD,152000,US,0,US,M,152000
2024,MI,FT,Machine Learning Engineer,USD,152000,US,0,US,M,152000
2024,MI,FT,Data Engineer,USD,152000,US,0,US,M,152000
2024,SE,FT,Data Science,USD,152000,US,0,US,M,152000
2023,MI,FT,Data Engineer,USD,152000,CA,100,CA,M,152000
2023,SE,FT,Data Scientist,USD,152000,CA,0,CA,M,152000
2023,SE,FT,Machine Learning Infrastructure Engineer,USD,152000,US,100,US,M,152000
2023,SE,FT,Machine Learning Engineer,USD,152000,US,0,US,M,152000
2023,SE,FT,AI Scientist,USD,152000,US,0,US,M,152000
2023,SE,FT,Data Engineer,USD,152000,US,0,US,M,152000
2023,SE,FT,Machine Learning Engineer,USD,152000,US,0,US,M,152000
2023,SE,FT,Machine Learning Engineer,USD,152000,US,0,US,M,152000
2023,SE,FT,Machine Learning Engineer,USD,152000,US,0,US,M,152000
2023,SE,FT,Data Scientist,USD,152000,US,0,US,M,152000
2023,SE,FT,Business Intelligence Analyst,USD,152000,US,100,US,M,152000
2023,SE,FT,Data Engineer,USD,152000,CA,0,CA,M,152000
2023,SE,FT,Machine Learning Engineer,USD,152000,US,0,US,M,152000
2023,SE,FT,Research Engineer,USD,152000,US,0,US,M,152000
2023,SE,FT,Research Engineer,USD,152000,US,0,US,M,152000
2023,SE,FT,Data Scientist,USD,152000,US,0,US,M,152000
2023,MI,FT,Data Engineer,USD,152000,US,100,US,M,152000
2023,SE,FT,Data Science Manager,USD,152000,US,100,US,M,152000
2023,SE,FT,ML Engineer,USD,152000,US,100,US,M,152000
2023,SE,FT,ML Engineer,USD,152000,US,0,US,M,152000
2023,SE,FT,Data Scientist,USD,152000,US,0,US,M,152000
2023,SE,FT,Data Scientist,USD,152000,US,0,US,M,152000
2022,SE,FT,Data Scientist,USD,152000,US,0,US,M,152000
2022,SE,FT,Data Engineer,USD,152000,US,0,US,M,152000
2022,SE,FT,Analytics Engineer,USD,152000,US,0,US,M,152000
2022,SE,FT,Data Scientist,USD,152000,US,0,US,M,152000
2021,SE,FT,Data Science Manager,USD,152000,US,100,FR,L,152000
2024,SE,FT,Research Scientist,USD,151900,US,0,US,M,151900
2024,SE,FT,Research Scientist,USD,151900,US,0,US,M,151900
2024,SE,FT,Machine Learning Engineer,USD,151900,US,0,US,M,151900
2023,SE,FT,Data Engineer,USD,151840,US,0,US,M,151840
2024,MI,FT,Research Scientist,USD,151800,US,0,US,M,151800
2024,SE,FT,Research Scientist,USD,151800,US,0,US,M,151800
2024,MI,FT,Machine Learning Researcher,USD,151800,US,0,US,M,151800
2024,SE,FT,Research Scientist,USD,151800,US,0,US,M,151800
2024,MI,FT,Research Scientist,USD,151800,US,0,US,M,151800
2023,SE,FT,Data Analyst,USD,151800,US,100,US,M,151800
2023,SE,FT,Data Analyst,USD,151800,US,100,US,M,151800
2023,SE,FT,Research Engineer,USD,151800,US,0,US,M,151800
2023,SE,FT,Research Scientist,USD,151800,US,0,US,M,151800
2023,MI,FT,Research Scientist,USD,151800,US,100,US,M,151800
2023,SE,FT,Research Scientist,USD,151800,US,0,US,M,151800
2022,SE,FT,Data Scientist,USD,151800,US,0,US,M,151800
2023,MI,FT,Data Manager,USD,151700,US,0,US,L,151700
2024,SE,FT,Machine Learning Engineer,USD,151600,US,0,US,M,151600
2023,SE,FT,Machine Learning Engineer,USD,151600,US,0,US,M,151600
